hospital_name,link,price,title
南京韩辰整形医院,http://y.soyoung.com/cp158674,1680,【玻尿酸去面部细纹】精品伊婉玻尿酸填充苹果肌/额头/太阳穴/法令纹/卧蚕/隆鼻  至臻美颜注射塑形
昆山时光医疗美容,http://y.soyoung.com/cp282659,1280,【玻尿酸】伊婉 伊婉C 1ml ，进口伊婉玻尿酸C型+韩式小气泡2次，限购一支！无附加费用，支持现场验货！
长春市盛羽国际医美,http://y.soyoung.com/cp158968,899,【伊婉玻尿酸1ml】爆款，进口玻尿酸，限量20支，除皱减龄！
昆山时光医疗美容,http://y.soyoung.com/cp282663,2500,【玻尿酸】伊婉 伊婉V 1ml ，伊婉V，进口原装正品包含注射费/无附加费用，+韩式小气泡2次，支持现场验货
佛山艺美医疗美容,http://y.soyoung.com/cp264239,899,【伊婉玻尿酸1ml】伊婉 伊婉C 1ml ，【私信领取红包】伊婉玻尿酸❤微微一整，与众不同噢！支持验货噢！❤1ml
西安逆时光医疗美容门诊部,http://y.soyoung.com/cp316316,980,【玻尿酸】伊婉 伊婉C 1ml ，【玻尿酸填充泪沟】男神院长亲自注射 摆脱老态，重获年轻
星和医美(天津店),http://y.soyoung.com/cp297670,680,【玻尿酸】伊婉 伊婉C Plus 1ml ，产品大升级，降低疼痛，增加持久度
青岛华颜美医疗美容门诊部,http://y.soyoung.com/cp139329,599,【玻尿酸全脸填充】【给您韩范甜萌高颜值】 伊婉C 特惠1ml 原装正品 支持验证 
安妮薇尔医疗美容,http://y.soyoung.com/cp161306,9800,【埋线提升】【少女线全脸提升+伊婉玻尿酸】韩国原装进口 重塑轮廓 逆龄提拉 定格青春  
上海美莱医疗美容,http://y.soyoung.com/cp43573,980,【伊婉玻尿酸1ml】韩国进口伊婉C玻尿酸 轻松立体五官 【私信领红包】
郑州美莱医疗美容医院,http://y.soyoung.com/cp135858,1280,【伊婉玻尿酸1ml】伊婉C精致五官  水润无暇   轻松俘获男神
南京连天美医院,http://y.soyoung.com/cp152180,1680,【玻尿酸全脸填充】原装正品伊婉玻尿酸1ml 超值优惠 打造精致女神范
海南兰颜慧医学美容医院,http://y.soyoung.com/cp272828,980,【玻尿酸】伊婉 伊婉C 1ml ，韩国原装进口，支持现场验药！
南京荟百颜医疗美容,http://y.soyoung.com/cp297789,780,【玻尿酸】伊婉 伊婉C 1ml ，热销【正进口玻尿酸】填充苹果肌/鼻子/下巴/额头/卧蚕/法令纹/太阳穴 免注射费
杭州丽星医疗美容,http://y.soyoung.com/cp103849,1980,【玻尿酸全脸填充】【618年中特惠】伊婉C plus玻尿酸1ml 原装进口 免注射费 私信下单
广州荔医整形美容,http://y.soyoung.com/cp185105,749,【伊婉玻尿酸1ml】丰太阳穴  额头  特价880   不限购！！ 正规医院 安全塑美
杭州诠昕医疗整形美容,http://y.soyoung.com/cp295567,3980,【玻尿酸】伊婉 伊婉V 1ml ，伊婉V大分子玻尿酸支撑力好 保持时间长久 全脸填充 塑造精致脸型 
合肥蜜雪尔整形（德尔美客连锁）,http://y.soyoung.com/cp152965,749,【伊婉玻尿酸1ml】【限时秒杀】柔软填充 无痛注射 免院长注射费
徐州华美美容医院,http://y.soyoung.com/cp152553,1580,【伊婉玻尿酸1ml】特一级专家亲自注射 午休美容必选
上海瑰康医疗美容,http://y.soyoung.com/cp93720,499,"【海薇玻尿酸1ml】苹果肌/嘟嘟唇/下巴/卧蚕,玻尿酸狂潮来袭,海薇/伊婉/瑞蓝低至499元!正品!"
北京凯润婷医疗美容医院,http://y.soyoung.com/cp20647,980,【玻尿酸去法令纹】【伊婉C玻尿酸1ml】动态自然 童颜少女 凹陷拜拜 自然塑型（私信有红包）
杭州瑞丽医疗美容医院,http://y.soyoung.com/cp314544,598,【玻尿酸】伊婉 伊婉C 1ml ，【乔雅登玻尿酸0.8ml】❤进口乔雅登（雅致） 私信领大额红包 自然减龄 高端长
长沙希美医疗美容,http://y.soyoung.com/cp72938,599,【玻尿酸丰唇】【伊婉C】性感Q弹嘟嘟唇/塑形/除皱 韩国原装进口玻尿酸正品
深圳博爱医院,http://y.soyoung.com/cp232637,968,【伊婉玻尿酸1ml】伊婉C 1ML原装进口 名医注射 支持现场验货【私信领红包】博爱25年 匠心塑
苏州紫馨医疗美容医院,http://y.soyoung.com/cp295664,980,【玻尿酸】伊婉 伊婉C 1ml ，进口伊婉C玻尿酸正品
青岛壹美整形美容医院,http://y.soyoung.com/cp153821,1680,【玻尿酸全脸填充】【私信立减400】进口伊婉玻尿酸 全脸凹陷填充/除皱 高性价比 效果持久
深圳爱氏医疗美容门诊部,http://y.soyoung.com/cp313617,780,【玻尿酸】伊婉 伊婉C 1ml ，减龄爆品 限量抢购780元/支 免费注射安全保真 
西安美莱医学美容医院,http://y.soyoung.com/cp128317,1080,【伊婉玻尿酸1ml】【618电商节】正品进口玻尿酸；性价比之王；不限购；主任注射
深圳仁安雅医疗美容门诊部,http://y.soyoung.com/cp71175,1980,【伊婉玻尿酸1ml】进口【伊婉玻尿酸 】支持当场验货 女神必备神器 
天津圣韩美医疗美容,http://y.soyoung.com/cp306338,1080,【玻尿酸】伊婉 伊婉C 1ml ，【不限购】➊进口玻尿酸 大促专享特价➋全脸填充塑性补水➌私信送面部清洁1次
铜陵晶美医疗美容,http://y.soyoung.com/cp232925,899,【伊婉玻尿酸1ml】【伊婉玻尿酸1ml】【中国新歌声指定机构】进口伊婉玻尿酸 明星秘而不宣的驻颜魔法
北京联合丽格第一医疗美容医院,http://y.soyoung.com/cp252451,12800,【伊婉玻尿酸1ml】【不明注射物取出】单部位  三甲专家杨大平教授亲操 新氧尾款红包立减1000元
北京欧扬医疗美容门诊部,http://y.soyoung.com/cp80597,2560,【衡力肉毒素100单位】【下单送小气泡】【V脸套餐】进口伊婉玻尿酸+极速瘦脸针，丰下巴/丰额头/瘦咬肌
杭州丽星医疗美容,http://y.soyoung.com/cp111816,1299,【伊婉玻尿酸1ml】【618年中特惠】伊婉大分子玻尿酸饱满的五官  分享日记可到院兑换项目
长沙三和医疗美容,http://y.soyoung.com/cp256955,1080,【玻尿酸】伊婉 伊婉C 1ml ，【618电商节大放送】足量注射，保证正品，维持时间长 无隐性消费  私信有礼
深圳伊婉医疗美容门诊部,http://y.soyoung.com/cp106185,4980,【眼部】综合双眼皮 八项综合桃花电眼  综合放大双眼 持久魅力
西安艺美医疗美容,http://y.soyoung.com/cp109489,980,【伊婉玻尿酸1ml】【西安艺美】 韩国进口变美神器 塑形+填充+抗衰+保湿 重塑立体轮廓
重庆瑞俪医疗美容,http://y.soyoung.com/cp133446,479,【润百颜玻尿酸1ml】伊婉玻尿酸、瑞蓝2号，面部填充、除皱塑形，正品足量，免注射费，润百颜第二支399
南京爱尚德美医疗美容,http://y.soyoung.com/cp140180,3980,【热拉提】【小v脸套餐】玻尿酸一支（伊婉）、热拉提一次（面部、眼周）、瘦脸针一支 新人专享
沈阳星美医疗美容,http://y.soyoung.com/cp265842,880,【玻尿酸】伊婉 伊婉C 1ml ，【下单即送冰点脱毛】玻尿酸填充塑型 支持验货 XM明星眼鼻综合打造基地
北京俪美汇医疗美容门诊部,http://y.soyoung.com/cp153140,3480,【玻尿酸全脸填充】【新春焕新颜】伊婉精致小V脸套餐 【1支伊婉Vplus+2支伊婉C】
温州鹿城恒美医疗美容,http://y.soyoung.com/cp256834,1280,【玻尿酸】伊婉 伊婉C 1ml ，正品保证，现场验真，告别凹陷，逆转年龄
石家庄星源美天医疗美容医院,http://y.soyoung.com/cp125051,960,【伊婉玻尿酸1ml】2支起购！伊婉C玻尿酸  更适合亚洲人的玻尿酸
杭州美莱医疗美容医院,http://y.soyoung.com/cp133086,588,【伊婉玻尿酸1ml】 多点定位精准注射 韩国进口 原装正品  支
杭州瑞丽医疗美容医院,http://y.soyoung.com/cp299698,598,【玻尿酸】伊婉 伊婉C 1ml ，每个用户限购一支 瑞丽原装进口伊婉玻尿酸 精细工艺 自然可靠 真品保障原装进口 
西安医学院第二附属医院中韩医学美容部,http://y.soyoung.com/cp261810,2850,【玻尿酸】伊婉 伊婉V 1ml ，【玻尿酸】伊婉C玻尿酸夏日特惠！！发日记100%返现+红包+脱毛/小气泡体验一次
四川华美紫馨医学美容医院,http://y.soyoung.com/cp91925,699,【玻尿酸隆鼻】华美紫馨20周年庆！韩国进口伊婉C！仅售980元！限新客首次首支购买！！！
成都铜雀台整形美容医院,http://y.soyoung.com/cp154886,1980,【玻尿酸全脸填充】伊婉v玻尿酸1980元，限首支，塑形抗衰美肤，正品保障
成都中科美美医疗美容,http://y.soyoung.com/cp139895,981,"【伊婉玻尿酸1ml】伊婉V【大分子】玻尿酸，塑性更立体，原装正品支持检验,下单即送皮肤月卡"
济南星范医疗美容诊所,http://y.soyoung.com/cp101943,2380,【玻尿酸全脸填充】「韩国伊婉V大分子1ML」「全国连锁」绽放你不一样的青春和个性 无注射费 ！
北京彤美医美美容门诊部,http://y.soyoung.com/cp78792,599,【伊婉玻尿酸1ml】伊婉玻尿酸 玻尿酸注射 玻尿酸填充苹果肌/额头/太阳穴/法令纹/下巴/隆鼻/面颊
翊美医疗美容门诊部,http://y.soyoung.com/cp260969,749,【玻尿酸】伊婉 伊婉C 1ml ，韩国进口伊婉玻尿酸 轻松立体五官
杭州丽星医疗美容,http://y.soyoung.com/cp103837,666,【玻尿酸】【618年中特惠】伊婉C玻尿酸 免注射费 免操作
武汉伊美馨医疗美容,http://y.soyoung.com/cp14093,880,【伊婉玻尿酸1ml】伊婉玻尿酸1ML 880 专家注射/现场验货/无隐藏消费
深圳伊婉医疗美容门诊部,http://y.soyoung.com/cp106176,680,【衡力肉毒素100单位】正品保证 塑造青春小V脸 
济南艺星医疗美容医院,http://y.soyoung.com/cp127907,699,【伊婉玻尿酸1ml】网红标配玻尿酸，填充塑形一举两得！微整院长注
广州丽尚整形美容,http://y.soyoung.com/cp11120,748,【伊婉玻尿酸1ml】韩国进口伊婉玻尿酸3ml  夏日冰点案例价仅1280元! 名额有限，先到者得~
成都精美源医疗美容,http://y.soyoung.com/cp280258,780,【玻尿酸】伊婉 伊婉C 1ml ，➊海薇玻尿酸0.5ml仅售150元➋含麻醉费注射费➌来院即送韩式小气泡
苏州园区美莱医疗美容,http://y.soyoung.com/cp174751,2980,【伊婉玻尿酸1ml】进口伊婉V玻尿酸  名医注射 免注射费 日记返现300元
榆林博爱整形美容医院,http://y.soyoung.com/cp208389,2850,【伊婉玻尿酸1.5ml】注射填充泪沟/下巴/鼻唇沟/三选一 含注射费，短评日记返现哦
深圳伊婉医疗美容门诊部,http://y.soyoung.com/cp30853,8000,【超声刀】美国Ulthera超声刀，全面部提拉紧致
北京天使名源医疗美容诊所,http://y.soyoung.com/cp305777,1980,【玻尿酸】伊婉 伊婉V 1ml ，【伊婉玻尿酸】你的青春美颜法宝！
大连艾加艾医疗美容,http://y.soyoung.com/cp282185,2000,【玻尿酸】伊婉 伊婉V 1ml ，特价优惠正品，限时抢购中
上海喜美医疗美容,http://y.soyoung.com/cp259429,980,【伊婉玻尿酸1ml】伊婉 伊婉C 1ml ，正品伊婉玻尿酸/支持验真/修饰脸型
武汉美基元医疗美容医院,http://y.soyoung.com/cp57374,783,【伊婉玻尿酸1ml】韩国伊婉C型玻尿酸，美基元院长注射，厂家指定注射医院，支持现场验货
杭州瑞丽医疗美容医院,http://y.soyoung.com/cp102587,6800,【埋线提升】【PPDO线雕冻龄术】提拉塑形 除皱焕肤，送除皱、伊婉、下颌缘提升
天津联合丽格医疗美容医院,http://y.soyoung.com/cp309662,780,【玻尿酸】伊婉 伊婉C 1ml ， 塑造自然立体容颜 韩国进口伊婉C 正品保障 玻尿酸 塑型 填充 
厦门思明脸博士整形外科门诊部,http://y.soyoung.com/cp109815,980,【伊婉玻尿酸1ml】韩国原装进口，限时特惠980元，下单即送无针水光！
厦门福华医疗美容诊所,http://y.soyoung.com/cp253885,980,【伊婉玻尿酸1ml】私信送项目，韩国原装进口，限时特惠，每人限购一支，
长沙南湖整形医疗美容医院,http://y.soyoung.com/cp89005,950,【伊婉玻尿酸1ml】伊婉C特惠  免注射费 原装可验 首支体验
北京丽都医疗美容医院,http://y.soyoung.com/cp229013,7800,【玻尿酸全脸填充】伊婉Cv+玻尿酸  买一送一 
泉州海峡医疗美容,http://y.soyoung.com/cp140034,1280,【伊婉玻尿酸1ml】①专车接驾②专家定制设计③案例返现100%④伊婉c玻尿酸 三效合一 轻松逆龄
成都玉之光医疗美容,http://y.soyoung.com/cp153087,980,【伊婉玻尿酸1ml】畅打不限量，进口玻尿酸980元，药品保真，现场验货，无隐形消费
昆明大华医疗美容医院,http://y.soyoung.com/cp177946,880,【伊婉玻尿酸1ml】 正品优质玻尿酸 伊婉C 880元惊爆价！！！  每人限购1支 
深圳臻希美医疗美容门诊部,http://y.soyoung.com/cp280677,748,【玻尿酸】伊婉 伊婉C 1ml ，20年专注高端艺术整形颜伟院长操作 分层注射  祛除初老细纹
台州博仕医疗美容门诊部 ,http://y.soyoung.com/cp298945,980,【玻尿酸】伊婉 伊婉C 1ml ，韩国进口玻尿酸，塑造立体容颜，悄悄变美就在现在！无附加费用，原装正品支持验货
北京斯悦涵美医疗美容,http://y.soyoung.com/cp173846,679,【玻尿酸去面部细纹】伊婉C首支体验 院长操刀，先验药后注射 只为口碑
北京三仁医疗美容门诊部,http://y.soyoung.com/cp84582,980,【伊婉玻尿酸1ml】伊婉C980/1ml 韩国原装进口 更适合亚洲人的玻尿酸 下单送小气泡……
宁波美莱整形,http://y.soyoung.com/cp131050,749,【玻尿酸隆鼻】韩国进口伊婉C玻尿酸1ML/足量保真 支持查验 @专家亲诊无注射费
重庆美莱整形美容医院,http://y.soyoung.com/cp279789,618,【玻尿酸】伊婉 伊婉C 1ml ，【美莱6月】日记返现300+200红包限伊婉C❤名医注射正品保障❤免注射费
长沙温宏医疗美容,http://y.soyoung.com/cp144615,899,【伊婉玻尿酸1ml】伊婉C玻尿酸1ml正品！含注射费！支持当场检验， 下单就送小气泡1疗程3次、袪皱
武汉五洲莱美整形美容医院,http://y.soyoung.com/cp264070,680,【玻尿酸】海薇 海薇 1ml ，海薇680元  3支以上每支520元  润百颜/伊婉/娇兰/艾莉微/瑞蓝/乔雅登
薇琳（上海）医疗美容医院,http://y.soyoung.com/cp30546,749,【伊婉玻尿酸1ml】韩国伊婉200名心水价仅限6月！足量1ml 现场验真 免注射费  到院领等值抵扣
北京美莱医疗美容,http://y.soyoung.com/cp99659,749,【伊婉玻尿酸1ml】【来院即送5200大礼包】北京美莱韩国进口伊婉C玻尿酸特惠价799
绍兴维美美容医院,http://y.soyoung.com/cp219076,980,【伊婉玻尿酸1ml】维美名医注射 多重功效 正品保障 支持验货（限时抢购 活动价限购一只）
成都中科美美医疗美容,http://y.soyoung.com/cp139897,491,【伊婉玻尿酸1ml】限时特惠690元！韩国进口玻尿酸，院长注射，无附加费，原装正品支持检验
武汉五洲莱美整形美容医院,http://y.soyoung.com/cp264067,1280,【玻尿酸】伊婉 伊婉C 1ml ，海薇680元  3支以上每支520元  润百颜/伊婉/娇兰/艾莉微/瑞蓝/乔雅登
南京红颜会医疗美容,http://y.soyoung.com/cp120894,980,【伊婉玻尿酸1ml】韩国LG直供正品YVOIRE®玻尿酸注射（首支·不限部位，每人限购一支））
广州艺美医疗美容门诊部,http://y.soyoung.com/cp69513,688,【伊婉玻尿酸1ml】【活动价】伊婉C韩国原装进口，新氧严选，正品保证！资深医生注射质量效果双重保障~
南宁市高广华医疗美容外科诊所,http://y.soyoung.com/cp166818,1280,【伊婉玻尿酸1ml】Bring 伊婉C玻尿酸 全脸魔法师
北京凯润婷医疗美容医院,http://y.soyoung.com/cp70357,2300,【玻尿酸垫下巴】【1ml伊婉Ｖ】立体五官 “填”生丽质 足量注射 支持验真（私信有红包）
广州专生美（DR REBORN）医疗美容门诊,http://y.soyoung.com/cp78243,748,"【伊婉玻尿酸】1ml 丰下巴，原装正品, 医生主理 C型"
杭州丽星医疗美容,http://y.soyoung.com/cp119573,3980,【玻尿酸垫下巴】【618年中特惠】伊婉V plus 1ml伊婉大分子玻尿酸饱满的五官 
深圳伊婉医疗美容门诊部,http://y.soyoung.com/cp110615,2380,【切开双眼皮】【切开双眼皮】 院长亲自操刀，灵动美眸， 美若天成
上海百达丽医疗美容门诊部,http://y.soyoung.com/cp282429,1600,【伊婉玻尿酸】伊婉 伊婉V 1ml ，【6月大促】原装进口  大分子塑形  隆鼻/丰下巴/丰眉弓【案例返200】
苏州紫馨医疗美容医院,http://y.soyoung.com/cp268674,680,【玻尿酸】伊婉 伊婉C 1ml ，台湾、香港医生注射  鸡尾酒疗法注射
南京美莱整形,http://y.soyoung.com/cp177124,1299,【伊婉玻尿酸1ml】【返现300元】韩国伊婉V大分子 塑形更长效【新氧南京热销】
南京熙而美医疗美容,http://y.soyoung.com/cp159689,1680,【伊婉玻尿酸1ml】【伊婉玻尿酸1ml】【注射微整】南京伊婉Ｖ玻尿酸 1ml年轻化大师二十年注射经验
上海玫瑰医疗美容医院,http://y.soyoung.com/cp8078,749,【伊婉玻尿酸1ml】伊婉C  原装正品 支持当场验货 免注射费 隆鼻 下巴 苹果肌
武汉雅至医疗美容门诊部,http://y.soyoung.com/cp280535,749,【玻尿酸】伊婉 伊婉C 1ml ，明星、网红钟爱的美颜神器 韩国原装正品 支持验证后注射
成都水晶唯罗纳医疗美容门诊部有限责任公司,http://y.soyoung.com/cp142154,980,【玻尿酸全脸填充】韩国进口1ml伊婉C 塑形更给力 下单即送超声波美白精华导入
长沙三和医疗美容,http://y.soyoung.com/cp256954,1080,【玻尿酸】伊婉 伊婉C 1ml ，【618电商节大放送】足量注射，保证正品，无隐性消费  私信有礼
上海洁铭医疗美容门诊部,http://y.soyoung.com/cp121192,3980,【肉毒素瘦脸】私信领红包   小V脸套餐~热拉提+伊婉玻尿酸+衡力瘦脸针 遇见美丽心动的自己 
北京当代医疗美容门诊部,http://y.soyoung.com/cp29063,1280,【伊婉玻尿酸1ml】进口伊婉C型 网红脸的秘密武器 重塑娇嫩肌肤（不限购）下单送皮肤护理
珠海仁爱门诊部,http://y.soyoung.com/cp147919,751,【皮肤】韩国伊婉C玻尿酸/0.5ML美肤神器瞬间变美
深圳伊婉医疗美容门诊部,http://y.soyoung.com/cp53903,1800,【内切法去眼袋】韩式无痕祛眼袋--不会凹陷不会下垂
深圳希思医疗美容医院,http://y.soyoung.com/cp171221,1080,【伊婉玻尿酸1ml】伊婉C plus玻尿酸 进口玻尿酸 玻尿酸丰面颊
温州百佳东方医院整形美容,http://y.soyoung.com/cp254803,749,【玻尿酸】伊婉 伊婉C 1ml ，臻品玻尿酸足量注射、支持验真，哪里不美填哪里，美丽瞬间绽放
贵阳丽都医疗美容医院,http://y.soyoung.com/cp221922,999,"【伊婉玻尿酸1ml】韩国进口【伊婉C型玻尿酸】悄然变美,塑形提拉,属于你的年轻秘密！"
重庆瑞俪医疗美容,http://y.soyoung.com/cp280741,1180,【玻尿酸】伊婉 伊婉V 1ml ，伊婉玻尿酸限时抢购，每人限购一支，填充塑形，减龄保湿，正品保真
武汉美莱医疗美容医院,http://y.soyoung.com/cp103712,3180,【伊婉玻尿酸3ml】『私速领1000红包〗【武汉美莱】❀超值套装！韩国原装进口 网红脸的秘密武器❀
武汉伊美馨医疗美容,http://y.soyoung.com/cp7839,1280,【伊婉玻尿酸】伊婉水光针2.5ml 深层补水醒肤 养出baby肌 送小气泡
济南海峡美容整形医院,http://y.soyoung.com/cp151873,777,【组合套餐】韩国伊婉C玻尿酸1ml! 爆款！限时低价！全网年度低价，主任级院长亲自注射！
郑州望京医疗美容诊所,http://y.soyoung.com/cp226269,1980,【伊婉玻尿酸1ml】【伊婉 V型玻尿酸1ml】  原装正品支持现场验证
南京克拉美医疗美容,http://y.soyoung.com/cp50891,749,【伊婉玻尿酸1ml】【伊婉玻尿酸1ML】韩国进口玻尿酸 正品保证 安全长效 特惠进行中 
上海首尔丽格医疗美容医院,http://y.soyoung.com/cp293074,1460,【undefined玻尿酸】伊婉 伊婉C 1ml ，韩国进口伊婉C+肉毒瘦脸针套餐
苏州吴中维多利亚美容医院,http://y.soyoung.com/cp15899,980,【玻尿酸隆鼻】【韩国进口伊婉c1ml】 下单就送水氧活肤1次专业注射/正品保证/高效 限购5支
天津中怡医学美容门诊部,http://y.soyoung.com/cp150121,2380,【玻尿酸丰唇】爆款特价，花瓣唇套餐，伊婉C plus +伊婉C，打造性感美唇
成都军建整形美容医院,http://y.soyoung.com/cp99398,598,【伊婉玻尿酸1ml】【进口玻尿酸】进口玻尿酸 限时特价 超值优惠 无任何隐形消费
厦门美莱医疗美容医院,http://y.soyoung.com/cp128290,1299,【玻尿酸隆鼻】【日记返现高达800】伊婉V1ml 下单就送无针水光/脱毛季卡/补水美肤
宁波美莱整形,http://y.soyoung.com/cp134490,2980,【玻尿酸隆鼻】【韩国进口伊婉V大分子玻尿酸】网红力荐 正品保量 支持查验，名医亲诊无注射费
珠海爱思特医院,http://y.soyoung.com/cp61744,890,【玻尿酸去法令纹】【私信送红包】伊婉C型玻尿酸1ml更适合亚洲人的玻尿酸 免专家注射费
成都嘉美整形,http://y.soyoung.com/cp266969,480,【玻尿酸】伊婉 伊婉C 1ml ，【伊婉玻尿酸】打造饱满初恋脸，还给你整个青春，案列招募，半价注射！
北京禾力康整形,http://y.soyoung.com/cp208319,980,【伊婉玻尿酸1ml】伊婉C玻尿酸限购一支980元 网红脸的秘密武器 重塑娇嫩肌肤
北京叶子整形美容医院,http://y.soyoung.com/cp279770,980,【伊婉玻尿酸1ml】伊婉 伊婉C 1ml ，【伊婉C玻尿酸】首支体验价980 小分子进口填充 岁月无痕迹
合肥华美整形美容医院,http://y.soyoung.com/cp86892,1980,【伊婉玻尿酸1ml】 买一送一  进口伊婉C玻尿酸  正品保证  免专家注射费 重塑五官 秒变女神 
广大整形美容医院,http://y.soyoung.com/cp316409,580,【玻尿酸】伊婉 伊婉C 1ml ，限购2支 韩国进口伊婉玻尿酸 6月大促仅需580 饱满丰盈 立体轮廓 一步到位
上海欧莱美医疗美容医院,http://y.soyoung.com/cp221801,680,【伊婉玻尿酸1ml】【填充注射伊婉玻尿酸1ml】松江玻尿酸 专家注射 首支只需680！两支1560！
新疆乌鲁木齐黎美医疗美容整形,http://y.soyoung.com/cp173617,980,【玻尿酸】乌鲁木齐黎美整形 伊婉C玻尿酸1ml 正品保障/高效塑形/每人限首支
珠海仁爱门诊部,http://y.soyoung.com/cp145464,751,【皮肤】用了水光针你的肌肤喝饱水  伊婉/1ml 补水嫩肤 出水芙蓉婴儿肌
苏州美莱美容医院,http://y.soyoung.com/cp120459,980,【玻尿酸隆鼻】【美莱618电商节】苏州伊婉C玻尿酸1ml 美莱专业医师注射 正品保证
合肥恒美整形美容医院,http://y.soyoung.com/cp120059,1880,【伊婉玻尿酸1ml】韩国进口玻尿酸，买一送二，针管里的魔法 除皱+填充+塑形=青春逆袭
东莞知美医疗美容,http://y.soyoung.com/cp29556,1280,【伊婉玻尿酸1ml】【东莞知美66大促】【品质知美】少女立体塑颜，五官精致@薛凯 亲诊注射 
广州市佳人医疗美容门诊部     ,http://y.soyoung.com/cp281043,1280,【玻尿酸】伊婉 伊婉V 1ml ，额头纹 眉间纹 鱼尾纹 泪沟 太阳穴 法令纹 面颊凹陷 口周纹 丰唇 颈纹填充
北京炫美医疗美容诊所,http://y.soyoung.com/cp153885,687,【伊婉玻尿酸1ml】♥♥♥韩国进口伊婉C玻尿酸1ml  不扩散 吸收慢 主任亲自注射  限购一支
福州美莱华美美容医院,http://y.soyoung.com/cp290935,4980,【玻尿酸】伊婉 伊婉V 1ml ，伊婉V大分子玻尿酸3支（单支低至1660元）【送BOTOX颏肌放松】免注射费 
杭州华山连天美整形医院,http://y.soyoung.com/cp56675,680,【伊婉玻尿酸1ml】韩国进口足量1ml @朱琳主任设计注射 可填充 除皱丰下巴  
武汉华美整形外科医院（中整协修复基地）,http://y.soyoung.com/cp152407,1080,【玻尿酸丰卧蚕】【三级整形外科医院】【院长注射】伊婉1ml定点定位精细填充
重庆爱思特整形美容医院,http://y.soyoung.com/cp163018,980,韩国进口伊婉C 980元【私信领取200减免红包】980-200=780
武汉美妍高科医疗美容门诊部,http://y.soyoung.com/cp228013,720,【伊婉玻尿酸1ml】韩国进口伊婉C型小分子、每人限购1支、院长亲自注射，免注射费、麻药费
杭州艺星医疗美容医院,http://y.soyoung.com/cp143086,980,【伊婉玻尿酸1ml】❤❤❤私信有惊喜！【进口伊婉C】丰苹果肌 垫下巴 拥有饱满少女脸！
米兰（武汉）医疗美容,http://y.soyoung.com/cp265571,1314,【玻尿酸】伊婉 伊婉C 1ml ，【伊婉玻尿酸】填充 塑形 除皱 补水 塑造精致童颜
上海天大医疗美容医院,http://y.soyoung.com/cp5060,882,【伊婉玻尿酸1ml】【66大促折上折】畅打不限购 手慢无 支持当场验证   技术与审美的结合@王守军
广西南宁东方医疗美容专科医院,http://y.soyoung.com/cp221633,570,【玻尿酸隆鼻】韩国伊婉C型玻尿酸 填充 祛皱纹 隆鼻 丰唇 丰下
上海余天成医疗美容门诊部,http://y.soyoung.com/cp3539,749,【其他玻尿酸1ml】（私信领红包）韩国进口伊婉 人气注射产品 周年特惠
南京艺星医疗美容,http://y.soyoung.com/cp174497,980,【伊婉玻尿酸1ml】韩国进口伊婉c玻尿酸1ml  无痕塑美佳品
